budget,popularity,vote_average,vote_count,revenue,runtime
37000000,24.218358,7,1468,154026136,125
40000000,27.009723,5.8,594,79700000,110
37000000,31.941347,6.5,1222,163720069,96
37000000,14.353279,5.6,330,100076342,96
38000000,33.003828,7.7,2277,90247624,123
37000000,30.993736,7.5,825,48451803,188
30000000,25.825771,5.3,511,55583804,107
38000000,46.078371,5.9,1201,112343513,110
37000000,6.63839,6.7,163,95404397,113
37000000,127.084938,5.8,3561,392616625,122
36000000,27.465433,7,594,102244770,116
65000000,16.865782,6.1,352,117758500,93
37000000,100.348805,6.8,2972,269994119,110
36500000,2.785832,5.3,23,21834845,115
36000000,9.176339,6.6,198,50159144,95
36000000,23.380757,5.8,338,160000000,134
36000000,33.926473,6,894,64572262,101
36000000,6.967857,6.7,96,52424533,107
42000000,11.470135,5.4,173,32168970,124
36000000,19.854932,5.8,258,44350926,109
37000000,29.652536,5.2,692,26250020,105
0,8.102925,6.2,40,0,130
0,2.79483,6.3,32,0,127
37000000,11.492474,5.8,556,96047633,114
36000000,70.398356,7.5,1808,12532777,106
36000000,1.068453,4.6,14,3003296,95
37000000,6.293217,5.2,99,63800345,81
0,3.457194,5.3,71,0,95
35000000,82.21166,7.2,6173,459270619,100
36000000,19.167377,6.5,379,156844753,105
33000000,18.316151,6.2,1011,310940086,95
35000000,44.104469,7,2096,411348924,126
0,6.668679,5.9,27,0,112
35000000,36.172182,6.4,811,321731527,118
29000000,25.767395,7.2,1597,309208309,129
35000000,21.543389,5.5,867,147934180,88
35000000,50.309843,6.5,2277,117000000,98
38000000,49.292384,7.2,1668,252276927,110
35000000,83.893257,7,3088,326551094,109
35000000,24.616634,6.2,530,139000000,132
35000000,34.005726,5.6,1645,173965010,111
35000000,27.714043,7,675,182300000,128
35000000,45.149948,6.5,1375,69823199,123
35000000,72.774941,5.9,1181,140795793,125
35000000,3.74263,5.5,225,68915888,105
27000000,29.381878,7,542,231976425,162
35000000,24.860326,7.7,1310,126216940,138
35000000,11.041659,5.8,550,86369815,100
35000000,11.897925,6.3,177,0,90
35000000,23.607071,5.5,453,113374103,108
1800000,38.204158,7.2,1180,25504513,91
33000000,25.413955,6,436,104155843,107
0,28.98027,6.3,1018,0,132
35000000,9.525037,6.8,103,60251371,123
34000000,18.39217,6,345,95608995,90
32000000,9.254647,6.8,141,52277485,109
35000000,40.526587,6.5,2237,150483765,109
35000000,50.179171,5.6,1462,108758521,91
35000000,31.957947,7.3,1226,112544580,125
34000000,19.822791,7.2,370,48169908,202
35000000,38.429648,5.6,896,88058786,134
35000000,13.707843,5.2,210,92219310,88
35000000,51.927471,6.2,1428,91353501,92
35000000,14.503568,5.2,253,69307224,91
0,6.74556,5.2,242,0,80
30000000,11.120167,5.8,140,58405313,98
35000000,40.370442,7.4,1147,41954997,127
33000000,40.715623,6.4,2065,102984862,100
10700000,36.230204,7,794,122200000,114
0,23.666229,6,415,0,104
35000000,25.903237,5.2,613,85416905,100
40000000,60.231382,6.7,3417,173930596,109
35000000,18.38292,5.7,458,77477008,106
35000000,14.029012,5.9,296,59901913,112
0,15.913783,5.1,287,0,95
35000000,6.889633,6.9,97,35323292,102
35000000,19.286099,4.1,325,99423521,102
35000000,50.587541,8,1864,120072577,150
35000000,3.721272,6.4,35,0,101
40000000,17.157738,5.5,677,68766121,113
27000000,22.636908,6.7,811,115505027,104
35000000,28.069419,6,741,84606030,137
35000000,19.774543,6,485,72436439,110
35000000,11.644243,5.4,239,45479110,101
35000000,27.934978,5.9,730,57120318,108
35000000,12.677505,5.9,238,32483410,101
35000000,8.737058,6.3,245,40263020,112
35000000,12.343507,6.1,233,27107960,111
35000000,14.699342,5.8,325,36098382,102
45000000,14.513243,5.1,300,30353232,101
35000000,5.525544,6.3,157,25105255,155
8900000,15.079993,5.6,318,4100000,93
35000000,23.835055,6,436,93246388,109
35000000,5.926966,6.1,81,0,140
30000000,25.454549,5.5,523,68369434,104
31000000,22.71592,5.9,437,27388767,96
35000000,35.120736,7,823,50363790,123
35000000,19.893646,5.6,961,82087155,106
35000000,14.051852,5.2,235,19478106,76
35000000,9.011729,6.9,161,0,111
35000000,19.088655,4.9,379,25871834,85
56000000,29.490057,5.7,593,19701164,109
35000000,11.195593,5.1,167,19294901,97
35000000,17.709888,6.2,832,31083599,91
35000000,18.262017,5.4,647,51680201,87
35000000,10.10364,6.5,159,29882645,132
35000000,28.670477,5.7,1455,46216641,118
31000000,16.736734,6,293,41512007,98
35000000,13.668633,4.6,149,39340177,92
30000000,9.780588,5.3,191,0,93
27000000,9.904881,5.8,129,16519460,117
35000000,9.789027,6,216,63215872,92
35000000,6.81729,5.7,31,0,115
35000000,10.73522,6.6,212,18317151,96
0,11.1399,6.4,108,0,111
35000000,6.727949,5.7,55,13678913,94
35000000,16.343317,7,322,27409889,105
40000000,14.818718,5.3,220,12206028,101
32000000,43.862456,6.5,987,54674226,139
33000000,2.706207,4.7,64,0,91
35000000,27.903999,5.5,555,17508518,110
35000000,3.746806,4.8,91,11560806,102
20500000,17.112498,5.6,294,10089373,102
35000000,10.304172,4.9,135,12506188,83
35000000,37.335721,6.9,1121,61181942,123
0,0.912395,4.7,9,0,103
35000000,16.782471,6.5,357,42064105,118
35000000,3.503408,6.6,53,4651977,114
35000000,9.122828,7.7,115,0,180
35000000,5.419181,6.6,60,0,121
35000000,9.07278,6.2,142,16838910,114
35000000,2.864979,7.4,34,0,173
35000000,2.877488,6.7,25,15000000,135
38000000,5.516207,6.6,49,635096,138
0,13.930763,7,291,25147786,148
35000000,20.27704,5.8,307,10496317,93
0,0.126738,0,0,0,100
34000000,131.815575,7,5371,348319861,113
35000000,16.832312,5,320,14431253,91
34000000,9.133747,7,169,32255440,139
35000000,24.606012,6.8,827,15304890,96
70000000,3.276912,5.3,29,11263966,101
35000000,16.830184,5.1,344,2106557,96
41677699,39.58676,7.5,926,187479518,100
34000000,41.946523,7.3,1064,63013281,128
75000000,20.697556,5.4,254,19598588,109
34000000,1.656695,5.3,18,0,114
35000000,17.932561,5.4,240,0,106
35000000,15.50957,6.5,224,27330000,141
32000000,4.602185,7.1,67,40382659,195
40000000,40.379966,7.1,877,243240178,138
50000000,12.601306,5.3,110,79958599,101
30000000,24.389194,5.6,506,173959438,98
34000000,12.867326,6.3,121,0,85
30000000,23.328823,4.8,469,64626786,89
33000000,29.775441,6.7,663,140470746,99
33000000,19.642328,5.1,497,62022014,105
33000000,7.339908,4.9,110,0,96
33000000,35.099611,6.1,766,54700105,124
30000000,16.541791,6.6,238,27610873,118
30000000,31.92695,6.3,799,40346186,94
33000000,9.060642,5.7,116,0,124
32350000,46.509071,7.9,4665,572700000,135
30000000,21.538222,5.8,363,22211426,108
32000000,33.923786,7.2,813,113019290,124
35000000,20.908494,5.3,394,24159934,98
32000000,16.901954,6.4,987,173398518,97
32000000,15.039407,6.2,323,152036382,123
33000000,13.655735,5.3,185,0,99
0,21.620317,6.7,390,60328000,101
32000000,14.642055,5.6,359,80197993,92
32500000,17.107065,6.5,1661,288383523,125
32000000,38.21708,6.3,2359,126041322,107
29000000,14.993169,6,242,50041732,103
32000000,24.147269,7,544,48814909,129
32000000,18.47242,6,394,69055695,107
35000000,18.84332,5.7,414,21819348,90
32000000,15.901137,5.3,313,83615414,107
32000000,59.19888,7.1,2699,147332697,93
32000000,14.48851,6.7,374,36733909,120
30000000,23.197408,6.3,1018,77566815,101
33000000,10.651202,6.7,232,9494789,105
35000000,10.032626,5.6,143,31755742,113
0,6.048743,6.3,67,0,106
32000000,34.628738,6.9,832,60740827,96
32000000,47.5612,6.2,1061,85167639,87
32000000,16.473355,6.3,427,18552460,107
28000000,6.201404,5.6,104,30016165,90
32000000,15.560918,6.6,225,0,121
32000000,25.799697,6.2,620,18409891,111
70000000,4.822033,4,104,53587404,90
32000000,3.379454,5.4,44,0,110
30000000,26.9385,5.3,724,27437881,100
32000000,4.098444,7.1,24,3566637,75
0,4.901553,7.2,18,0,132
32000000,5.347936,5.9,86,5914908,108
32000000,4.120549,5,13,0,93
31500000,49.973462,8,2055,89460381,153
32000000,13.611544,6,262,42045846,102
0,6.775294,6.9,113,106269971,137
31500000,27.891012,5.7,557,14708696,113
31000000,13.864975,7,279,128499205,161
31000000,42.213765,6.5,2415,161772375,138
34000000,29.887404,5.9,541,210308099,126
30000000,74.417456,8,4519,174600318,99
31000000,7.06762,6.4,131,24185781,101
31000000,15.895661,6.2,433,53208180,103
31000000,19.258041,7,462,68106245,118
31000000,47.753598,6.2,1195,104384188,99
30250000,15.585138,6.4,302,115101622,105
45000000,32.217425,6.9,677,306776732,113
34200000,34.86859,6.1,875,234801895,93
30000000,36.432598,6,1344,287553595,108
30000000,73.640445,7.7,5269,373554033,81
30000000,49.526736,6.8,1783,350448145,116
30000000,26.780961,7,1293,196114570,104
31000000,6.487344,6,89,15134293,105
30000000,25.996219,7.4,821,136706683,113
30000000,46.212155,7.2,957,199200000,134
25000000,32.105328,7.2,1101,115922175,132
20000000,41.156217,6.2,981,167722310,92
30000000,37.179547,6.7,848,191502426,99
30000000,34.391792,6.1,1099,212385533,90
37000000,40.176265,6.5,1023,165335153,115
26000000,10.704596,6.5,166,116400000,102
33000000,79.579532,8.1,5765,327311859,127
30000000,63.13678,7.3,3382,210819611,112
30000000,27.870755,6.7,574,140161792,87
25000000,31.242999,7.6,1422,156822020,138
30000000,70.456012,7.7,2439,216763646,132
80000000,29.415229,6.4,503,176885658,103
29000000,55.109138,7.7,3067,115603229,123
30000000,30.695228,6.1,978,160259319,111
35000000,13.788422,6,449,155545279,102
30,4.590277,6,100,103,78
30000000,3.845231,5.9,56,74787599,132
30000000,26.952727,7.2,619,160638883,133
25000000,33.704181,6.7,1205,163670000,109
30000000,19.925026,6.7,362,105834556,125
35000000,43.742241,6.4,2652,116980662,97
30000000,46.377628,6.6,4697,47042000,118
0,9.166658,4.9,95,0,87
30000000,34.36645,6,733,254134910,89
30000000,12.967137,5.8,284,114281051,100
30000000,50.670253,6.4,1172,105173115,111
45000000,24.694551,6.7,607,92374674,109
30000000,11.409124,5.8,205,63833449,99
0,7.922716,5.8,81,0,114
30000000,33.385429,5.9,856,114663461,89
19000000,8.584398,5.3,214,69631118,95
37000000,41.569541,6.3,1204,96455697,98
30000000,43.753585,7.4,1990,151119219,94
0,18.568021,5.5,319,0,85
53000000,28.350529,7.4,1317,83282296,124
80000000,10.81051,5.8,196,118880016,131
30000000,19.578249,5.6,376,70200000,107
30000000,5.73667,5.7,100,0,99
30000000,28.624038,6.3,521,51132598,83
30000000,27.230493,6,506,152427960,131
30000000,30.380747,6.8,643,192452832,85
30000000,29.489274,6.9,977,156835339,126
30000000,8.058109,5.1,123,93772522,102
30000000,33.369305,7.4,1049,129266061,123
30000000,16.52083,6.6,796,0,105
30000000,11.19602,6.2,243,45892212,125
30000000,14.585968,4.9,140,54819301,92
40000000,43.571612,7.2,1894,117195061,77
0,8.305085,7.2,144,42647449,118
30000000,55.424027,7.2,2416,84025816,121
30000000,65.364452,7.3,2067,91709827,123
30000000,45.083509,6.2,966,90810892,99
25000000,82.052056,7.4,1990,65663276,112
0,15.011624,6.9,260,0,111
30000000,25.060342,6.6,582,159291809,107
25000000,11.42943,5.6,159,51842679,104
30000000,32.26789,7.1,721,53653224,113
30000000,33.394082,6.2,767,75505973,113
30000000,73.987775,6.5,2263,66486080,95
30000000,10.608998,3.7,359,84646831,84
30000000,12.821329,7.2,238,38413606,126
27000000,30.131498,6.4,703,38122105,101
25000000,12.113235,6.6,384,38748395,94
30000000,31.191975,6.5,1263,63782078,111
30000000,11.916389,3.8,221,51376861,95
30000000,20.355458,5.7,359,36160375,98
30000000,63.848541,5.8,1463,82394288,100
30000000,8.999675,6.6,162,34742066,108
30000000,9.278361,6.5,206,41480851,125
45000000,7.185212,5.1,66,0,94
30000000,55.806402,6.6,1262,48428063,79
30000000,48.237797,6.4,1323,63372757,106
0,17.943945,5.9,278,0,111
30000000,19.143721,6.8,258,14460000,63
19000000,15.67747,4.1,210,39267515,85
30000000,4.52363,6.3,66,29202884,108
0,13.064264,6.4,158,31911598,139
0,2.644427,6.2,27,0,127
30000000,5.301589,5.4,163,24048000,106
0,20.252143,4.8,442,60896147,95
30000000,29.359201,5.9,690,0,118
30000000,20.063165,5.8,339,108609310,108
35000000,6.246199,5.2,112,22034832,111
30000000,27.71063,5.7,457,53909751,124
30000000,2.850896,5,66,21800302,104
30000000,34.421696,6.9,905,51148651,133
30000000,15.89534,4.8,458,31070211,87
30000000,18.706504,6,311,35294470,109
30000000,9.607391,6,127,19204929,87
25000000,2.77255,5.2,47,17193231,98
0,17.834976,5.4,295,0,99
30000000,20.236951,6.6,1233,102820008,112
30000000,16.883429,5.7,313,16930884,108
35000000,12.779201,6.8,125,25224242,126
40000000,14.729386,5.5,278,26155781,98
26000000,23.227877,5.5,671,0,104
37000000,11.374306,5.1,221,37962774,110
30000000,10.703602,6.3,240,31148328,130
30000000,10.756266,5.1,202,15007991,97
30000000,4.352422,5,68,15368897,96
30000000,9.301562,6.7,157,13001257,114
17000000,18.27083,6,603,24922237,106
30000000,19.106154,6.4,330,30536013,135
30000000,5.259585,4,72,0,100
0,3.226243,5.4,44,0,100
100000000,21.677732,2.9,462,0,85
30000000,43.882857,5.7,1266,0,107
25000000,12.10235,4.7,114,30114487,102
23000000,3.362045,6.1,152,12,111
30000000,10.694417,4.8,131,13521829,86
30000000,6.353971,6.7,161,18618284,108
30000000,37.181019,6.3,869,64352607,123
30000000,4.952735,7.2,129,8454301,134
30000000,22.975918,5.5,543,62616646,91
30000000,8.359599,5.8,153,18195610,108
18000000,16.102271,7.4,383,26828365,122
30000000,49.336397,8.2,1069,0,229
0,29.647844,5.9,638,18074539,118
0,12.467267,6.7,144,0,138
0,2.774811,6,31,0,108
0,3.71305,5.4,29,3102550,80
30000000,8.386432,6.3,141,35078241,92
0,3.866026,5,29,0,98
21000000,12.790408,5,205,480314,87
30000000,35.53352,7,776,14711793,160
30000000,4.065212,5,41,108348,125
0,20.362025,5.9,306,0,91
30000000,48.0343,5.4,656,0,92
30000000,13.268936,6.4,286,2527904,129
0,8.010046,5.5,90,0,93
30000000,12.257654,7,38,0,140
27000000,6.036684,3,16,0,110
30000000,10.958697,5.8,195,0,103
30000000,2.625594,6.4,7,0,85
30000000,2.981047,6.6,69,0,110
19000000,66.242737,5.6,2238,140752617,83
29000000,71.496894,6.8,1940,287506194,115
28000000,35.580032,7.3,718,186438883,136
30000000,8.085872,5.9,159,37036004,127
29000000,10.364582,5.8,135,0,86
0,16.87784,7.2,328,0,122
30000000,18.165957,6.6,275,33013805,113
29000000,8.93941,5,85,16930185,100
29000000,20.55509,5.5,431,78636257,91
0,3.735723,6.9,51,0,157
0,4.310168,6.3,26,0,112
12000000,12.653831,4.9,287,24829644,87
29000000,24.240361,6.8,455,21126225,103
28000000,92.982009,7.4,3416,504050219,90
28000000,61.76233,7.7,1355,201634991,147
28000000,66.976776,7.1,2781,333000000,118
30000000,7.981116,5.7,147,100491683,79
60000000,21.252797,6.1,400,105178561,104
29000000,19.237254,6.6,392,48902953,110
29000000,27.555646,6.2,594,98185582,102
28000000,66.169628,7.5,3948,140767956,131
28000000,24.917665,6.4,564,92380927,99
28000000,57.518472,7.3,2607,133346506,130
0,11.870161,6.2,127,0,120
28000000,7.534003,7,159,64445708,135
28000000,44.529429,6.8,1016,102356381,101
35000000,14.949395,5.5,427,94728529,103
30000000,14.726338,6.5,356,17137302,115
21000000,24.13081,7.4,1286,71441250,110
30000000,45.915165,7.1,1061,90259536,90
28000000,28.043508,6.4,799,134402450,105
28000000,26.090746,6.3,490,195312802,127
28000000,14.530803,6.6,521,77516304,90
27000000,13.308127,5.5,282,101646581,99
28000000,38.0958,6.1,1337,60780981,89
28000000,37.729059,6.9,823,97594140,115
28000000,18.650748,6.4,471,39514713,96
28000000,15.794946,6.1,327,92601050,104
28000000,45.054936,7.1,4645,96188903,117
28000000,25.039383,5.6,531,40547440,83
28000000,6.756771,4.6,148,33000337,99
28000000,22.14595,6.1,493,100654149,81
28000000,36.58383,7.7,1358,121147947,135
28000000,94.056131,7.9,3509,33139618,117
28000000,10.703456,6.5,148,31596911,139
28000000,41.638961,6,883,52597999,113
21000000,14.518708,6.5,323,54926886,117
0,3.312385,4.5,38,0,97
35866397,3.75074,7,49,20217080,98
28000000,22.074306,5.8,491,38159905,103
28000000,4.436792,6,69,8888143,119
28000000,14.639324,5.5,345,45236543,94
28000000,1.767479,5.5,46,8345056,86
28000000,13.145205,4.8,296,14010832,98
28000000,12.921594,5.8,195,7002261,108
28000000,28.397048,5.5,640,16374328,108
28000000,7.039189,6.8,91,5684789,134
27000000,16.785866,6.2,244,17286299,110
28000000,40.28635,6.3,2224,60700000,103
24000000,6.009644,5.6,61,23321954,145
28000000,25.520976,5.7,615,68896829,90
27500000,25.633663,6.2,527,187500000,131
30000000,22.527211,6.2,1214,219076518,129
30000000,24.09152,7.1,598,95714875,109
35000000,6.248273,5.7,57,43650785,114
8000000,9.548391,6.9,67,27187653,163
15000000,12.576381,6.9,235,49469904,92
27500000,12.741073,6.2,205,24748670,120
27000000,16.188572,6.7,413,96900000,113
27000000,5.576937,5.6,65,0,116
27000000,18.913,6.2,345,60527873,115
27000000,44.714264,7.5,1065,115229890,133
27000000,11.870301,6,238,44352417,117
0,5.753705,6.7,33,0,117
27000000,28.227984,6.6,607,129000000,101
27000000,11.678561,5.5,247,56870414,82
27000000,36.921445,7.4,1323,56308881,110
27000000,17.567332,7.3,235,21500000,193
30000000,16.698316,6.3,288,15395087,130
27000000,47.862016,7,1002,20158808,102
27000000,39.324831,7.2,828,27200316,100
0,18.591657,6.7,396,0,110
25000000,5.650125,6.7,120,11137801,109
27000000,3.123583,5.9,44,76000000,113
27000000,23.917982,6.1,563,29000000,109
27000000,8.715822,5.5,98,13000000,99
0,5.737161,6.8,79,0,106
27000000,14.788073,4.4,222,85564310,89
27000000,38.279458,6.5,1068,93282604,98
28,9.670031,5.9,173,14,93
0,5.271559,5.9,56,4488529,112
27000000,17.193659,6.3,333,21148829,106
25000000,8.31653,5.2,127,6673422,104
0,2.653988,5.9,23,0,120
0,0.548435,6.9,6,0,133
26000000,31.250383,5.2,788,183293131,91
26000000,24.345651,6,879,110230332,97
26000000,38.473732,6.2,1983,109449237,116
25000000,31.792964,6.8,796,289317794,122
28000000,61.309619,6.2,1131,53181600,113
15000000,5.411154,5.8,628,201957688,111
27000000,41.832392,6.6,1148,101624843,111
26000000,21.988861,6.8,399,65705772,121
22000000,19.068175,7,262,68296293,139
26000000,24.114459,6.3,404,61489265,115
22000000,20.256571,6.9,207,50750000,175
26000000,8.802626,6.2,455,57891803,85
26000000,37.355826,5.9,1023,90426405,90
26000000,39.742009,7.3,1112,71868327,106
26000000,30.981604,5.2,629,67918658,100
25000000,31.893932,6.1,1573,86175291,130
0,15.376391,5.9,194,0,109
26000000,5.894163,4.9,89,38793283,94
26000000,10.981038,7.1,146,0,127
26000000,22.07638,6.8,633,43318349,104
26000000,10.925618,5.2,144,28818995,100
56000000,21.219292,5.7,718,142044638,118
42000000,14.831402,5.8,198,35402320,118
26000000,22.520842,6.1,426,29657751,111
30000000,3.314094,4.8,54,14000000,110
26000000,7.964451,4.5,110,36800000,99
26000000,1.492056,5.5,34,0,101
26000000,4.810621,6,62,0,100
0,9.317265,6.5,165,0,103
26000000,5.644844,3.9,95,0,100
25530000,4.475007,5.3,84,20080020,95
26000000,66.097437,6.3,1091,30523226,116
25000000,20.679652,6.8,417,82466670,129
30000000,38.171417,6.9,864,611899420,127
25000000,30.884535,7,1591,441286195,125
25000000,49.510658,7.6,1709,412800000,133
33000000,50.7453,7.8,3086,269958228,116
25100000,10.445391,6.1,143,29506464,131
25000000,80.879032,7.2,4369,226830568,93
26000000,33.93914,7.2,765,35926213,117
25000000,26.576385,6.1,661,411006740,129
22000000,104.469351,8.3,4329,321365567,195
25000000,42.191509,7.8,1910,124272124,146
28000000,20.267062,5.7,364,8555008,128
0,22.644275,5.4,500,181466833,93
26000000,7.182761,4.9,71,0,127
30000000,26.69592,5.8,594,114908830,97
0,7.336256,4.7,64,0,100
25000000,12.739721,5.6,231,80936232,83
25000000,46.942396,6.4,2251,170764026,85
25000000,15.505137,5.8,286,78000000,88
25000000,38.272889,7.6,1384,76270454,119
25000000,53.645267,7.7,3003,171600000,122
25000000,28.468,6.1,853,153997819,99
25000000,35.310712,6.5,1356,281929795,97
25000000,28.727731,6.8,951,152500343,121
45000000,4.340616,5.1,377,124914842,95
25000000,14.604911,5.7,210,119772232,104
25000000,38.688822,6.1,1331,147780440,107
25000000,30.537845,7.4,626,56505065,130
25000000,19.750059,6,330,91036760,115
2800000,25.939385,7.2,476,60922980,111
25000000,31.64341,5.8,974,117719158,93
25000000,26.811541,6.8,946,99357138,101
60000000,40.646102,7,1113,137587063,96
25000000,34.160448,7.2,1223,116766556,106
0,5.377155,7,35,0,100
25000000,48.552871,6.4,1451,77278331,117
25000000,18.228538,6.1,440,122644820,101
26000000,29.342744,6.7,1493,90574188,94
25000000,63.654244,8.2,3128,46836394,145
28000000,11.859396,5,284,58795814,102
25000000,24.356483,6.4,711,122489822,97
25000000,70.105981,8,2948,65884703,170
25000000,8.618208,6.3,174,0,97
23000000,21.189028,7.4,355,43984230,163
25000000,31.364901,6.1,770,63100000,109
0,7.615653,5.9,87,0,97
25000000,37.817905,7.9,1537,77208711,158
35000000,5.784661,5.8,44,0,85
0,8.255708,5.6,61,0,84
25000000,6.086083,5.5,112,41604473,86
25000000,17.17372,6.3,386,39053061,119
25000000,16.936576,6.4,298,64437847,98
25000000,25.838073,5.6,529,70442940,97
25000000,5.625632,5.4,115,36351350,105
25000000,17.312433,6.6,259,38307627,124
25000000,53.811461,6.4,1798,66980456,94
0,7.057765,5.8,368,0,105
17000000,19.045146,5.5,299,63102666,104
25000000,21.729434,5.5,444,59192128,101
25000000,12.837116,5.8,236,56489558,101
25000000,20.953265,7,451,41597830,114
20000000,10.81439,6.4,671,33889159,105
25000000,27.683874,6.1,663,229736344,90
20000000,9.855474,4.9,199,70992898,97
25500000,12.756344,6,171,2415472,128
25000000,29.533437,7.1,797,66122026,114
30000000,14.179538,7.1,334,82150642,124
25000000,14.340095,5.5,350,50671850,89
25485000,9.795985,6.9,147,29548291,144
25000000,6.889437,4.7,123,100000000,93
25000000,19.428994,5.4,325,34942188,81
0,7.326034,4.7,71,0,83
25000000,136.747729,8.5,8205,28341469,142
21150000,6.081772,4.7,146,39438674,92
27000000,17.329269,6.7,244,25023434,113
25000000,22.622453,5.7,543,39171130,111
25000000,20.561682,6.9,483,74188937,121
25000000,13.288177,5.9,185,27645491,98
30000000,19.212552,6.5,318,42886719,107
23000000,29.365851,7.2,661,46152800,106
25000000,10.232599,6.7,134,21567853,136
25000000,8.870614,6.2,183,22200000,97
25000000,19.402816,6.6,1262,114977104,115
25000000,24.903418,6.2,515,23580000,97
25000000,14.562197,5.4,341,36993168,99
25000000,18.896239,6,414,40452643,103
25000000,15.960916,6.9,530,17000000,95
25000000,25.848003,6.5,656,20796847,93
13000000,6.337063,4.6,82,0,98
26000000,10.006282,5.4,66,0,90
0,2.753501,4.7,28,0,107
0,6.718497,5,54,0,90
25000000,7.538513,6.9,110,15431177,120
30000000,21.606001,5.4,597,33333531,115
8000000,13.715715,5.6,265,0,91
25000000,3.707511,4.3,29,24362772,108
25000000,7.001176,5.2,147,19829957,107
25000000,39.784026,6.3,824,30411183,108
25000000,10.115011,5.2,101,51702483,100
0,7.321181,4.4,46,0,85
25000000,32.854557,6.7,973,42972994,131
0,6.309587,6.3,313,14334401,88
28000000,8.363702,4.9,132,10126458,91
25,4.88794,7,59,13,145
25000000,14.17009,6.5,304,28831145,109
25000000,12.18362,6.2,135,0,116
25000000,9.169271,6.2,137,15478800,122
25000000,8.127728,7,210,13411957,107
25000000,10.699952,6,378,24902723,120
25000000,29.796394,7.1,705,11000000,99
0,11.60921,5.6,194,0,104
25000000,51.915025,7.7,1272,23057115,140
28000000,8.314624,6.7,97,16900000,132
0,5.529035,6.6,90,25000000,254
25000000,4.002579,6.1,82,11207130,113
25000000,3.888776,4.6,45,10719357,99
25000000,7.296459,6.2,111,13000000,100
14000000,21.680424,5.8,498,85446075,92
25000000,7.946769,5.3,25,10070000,105
25000000,7.473455,5.5,144,10324441,110
25000000,5.073536,6.4,60,11772461,116
0,3.623002,5.7,34,0,92
32000000,41.075532,6.8,1087,27635305,111
25000000,4.020194,5,22,5778353,117
0,2.083856,5.5,28,0,95
25000000,2.909346,4.8,47,0,95
25000000,8.450513,7.3,166,0,127
25000000,8.186936,5.5,138,4064495,98
0,5.079017,5.1,14,0,95
25000000,17.603823,6.4,387,19844979,121
25000000,7.008216,3.5,118,2405420,95
25000000,20.011435,7,738,27603069,80
25000000,4.051221,5.9,66,0,107
0,5.987486,6.1,58,34153101,91
25000000,3.849873,6.2,19,777423,117
25000000,3.593165,6.6,49,2336172,114
13500000,30.058263,7.7,704,19255873,124
25000000,17.339852,6,326,10589102,122
0,15.805449,5.6,151,0,88
25000000,15.279021,7.1,380,48531470,154
0,5.000126,6,21,0,117
0,1.684948,3.8,7,0,82
25000000,5.753564,6.3,10,6500000,85
25000000,35.022029,5,712,71009334,117
25000000,12.31708,6.2,227,0,121
25000000,1.894749,7,31,3052000,128
25000000,6.895866,6.5,114,0,100
25000000,3.344158,4.1,26,0,100
14000000,14.480628,7,257,34670720,119
25000000,14.613152,5.5,301,8784318,137
24000000,22.258428,6.9,477,133000000,119
24000000,30.445257,6.5,835,155721132,102
24000000,35.244037,6.1,840,172363301,120
25000000,15.333575,5.4,285,1397284,98
24000000,15.237142,6.4,225,70181428,105
41300000,23.441135,6.2,531,106371651,98
8200000,25.03414,6.4,505,80035402,107
24000000,24.70166,6.6,541,87055349,91
24000000,16.146572,7.2,341,41895491,137
65000000,20.793026,5.1,374,40002112,100
24000000,5.771479,6.1,67,36609995,115
24000000,27.326466,6.1,721,42105111,102
24000000,3.572339,5.9,111,0,108
24000000,20.69219,5.9,742,68729358,93
0,1.903405,5.5,24,0,88
40000000,10.713521,7.6,721,0,127
17000000,7.701041,5.5,160,16980098,95
24000000,6.589193,5.8,92,16290976,87
24000000,2.753313,5.9,58,21049053,134
24000000,3.113009,4.7,49,12372410,107
24000000,5.566203,5.7,53,8434146,124
24000000,8.630825,5,141,30551495,89
24000000,23.343839,5.3,581,83188165,88
23000000,6.138213,6.5,55,0,118
24000000,2.353441,4.1,19,4562146,93
28000000,2.439184,6.8,26,669276,72
0,0.515677,5.4,15,0,120
24000000,26.324874,6.1,568,23081726,98
24000000,49.549984,8.2,1991,234710455,119
23600000,57.300674,7.2,3550,102391382,88
23000000,23.839127,5.9,512,185991646,90
18000000,78.51783,8.2,5879,538400000,124
19000000,33.872182,6.5,1699,141407024,118
23000000,27.33256,6.6,546,86930411,85
23000000,38.799596,6.4,1378,53302314,98
12500000,20.317469,6.5,910,75993061,101
23000000,18.493202,6.7,1789,53187659,108
23000000,7.901891,6,118,0,97
23000000,53.682367,7.9,4097,47351251,126
23000000,11.183197,6.3,325,36642838,97
25000000,8.842722,5.1,73,6399,99
23000000,8.976738,5.9,66,18653615,114
0,2.634119,6.4,11,0,88
23000000,26.257951,5.6,505,33372606,93
23000000,12.777008,3.5,224,51881013,89
0,6.130231,6.6,124,0,98
0,4.030724,6.5,11,0,94
23000000,6.921263,6.6,55,10827816,102
23000000,12.869436,6.1,82,7434726,98
23000000,15.676123,6.6,261,29541790,124
0,8.426589,6.6,246,0,110
11000000,11.071522,5.8,101,0,90
23000000,5.494047,5.9,56,9366227,86
23000000,6.618149,5.5,73,16123851,141
23000000,7.876883,6.5,57,5837674,139
