Cust ID,Name,Street1,Street2,Street3,Street4,City,State,Zip Code,Country,Phone#,Contact ID,Contact Type,Contact Name,Contact Title,Contact Phone,Ext,Contact Fax,Contact Email,Setup Date
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,451,COFA,,,,,,aduckworth@intermountainnutrition.com,
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,453,CofA,,,,,,jaguilar@intermountainnutrition.com,
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,454,CofA,,,,,,ynegrete@intermountainnutrition.com,
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,455,CofA,,,,,,aruiz@intermountainnutrition.com,
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,458,COFA,,,,,,gmurdoch@intermountainnutrition.com,
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,806,CofA,,,,,,klopez@intermountainnutrition.com,6/11/2020
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,868,CofA,,,,,,mblas@intermountainnutrition.com,8/3/2020
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,869,CofA,,,,,,zmedved@intermountainnutrition.com,8/3/2020
ITN,Intermountain Nutrition,1851 W Utah Ave,,,,Payson,UT,84651,USA,801-788-4350,925,CofA,,,,,,mavila@intermountainnutrition.com,9/1/2020
IPG,International Products Group,406 W South Jordan Parkway,Suite 420,,,South Jordan,UT,84095,US,801-748-4127,460,COFA,,,,,,sean@ipg.biz,
IPG,International Products Group,406 W South Jordan Parkway,Suite 420,,,South Jordan,UT,84095,US,801-748-4127,461,COFA,,,,,,bob@ipg.biz,
IAI,Inve Aquaculture Inc,3528 West 500 South,,,,Salt Lake City,UT,84104,,801.856.0203,462,COFA,,,,,,f.ducuara@inveaquaculture.com,
IAI,Inve Aquaculture Inc,3528 West 500 South,,,,Salt Lake City,UT,84104,,801.856.0203,672,CofA,,,,,,t.brug@inveaquaculture.com,12/3/2019
ION,"Ion Labs, Inc",8031 114th Ave Suite 4000,,,,Largo,FL,33773,USA,727-527-1072,820,CofA,,,,,,jsassman@ionlabs.com,6/24/2020
ION,"Ion Labs, Inc",8031 114th Ave Suite 4000,,,,Largo,FL,33773,USA,727-527-1072,821,CofA,,,,,,igarrett@ionlabs.com,6/24/2020
ION,"Ion Labs, Inc",8031 114th Ave Suite 4000,,,,Largo,FL,33773,USA,727-527-1072,822,CofA,,,,,,lmcwade@ionlabs.com,6/24/2020
ION,"Ion Labs, Inc",8031 114th Ave Suite 4000,,,,Largo,FL,33773,USA,727-527-1072,823,CofA,,,,,,ddifabbio@ionlabs.com,6/24/2020
IQF,IQ Formulation LLC,10151 NW 67th Street,,,,Tamarac,FL,33321,USA,954.533.9256,3337,CofA,,,,,,Mfg1@iqformulations.com,12/17/2019
ISO,"Isosmotic, LLC","2825 E. Cottonwood Pkwy,",STE 500,,,Salt Lake City,UT,84121,USA,(801) 990-3159,1093,CofA,Megan Fuja,VP Operations,(319) 400-2870,,,megan@isolabco.com,1/26/2021
NGR,J.M. Huber Micropowders,16024 Phoebe Ave,,,,La Mirada,CA,90638,USA,714-994-7855,27,CofA,Jamie Armenta,Invoices,714-994-7855,7302,,jamie.armenta@huber.com,2/5/2018
NGR,J.M. Huber Micropowders,16024 Phoebe Ave,,,,La Mirada,CA,90638,USA,714-994-7855,1261,CofA,Sheri teunissen,Main Contact,,,,sheri.Teunissen@huber.com,4/7/2021
NGR,J.M. Huber Micropowders,16024 Phoebe Ave,,,,La Mirada,CA,90638,USA,714-994-7855,1279,CofA,,,,,,marygrace.sandiego@huber.com,4/9/2021
JHP,Jacks Heritage Produce,7440 N 4700 W,,,,Honeyville,UT,84314,USA,(801) 529-7945,991,CofA,Brenna Stevenson,,(801) 529-7945,,,jacksheritageproduce@gmail.com,11/17/2020
JBN,"JBN Supplements, LLC",12 Cherbourg Ct,,,,Madison,WI,53711,USA,(608) 797-1042,1194,CofA,Jonathan Oates,Owner,(608) 797-1042,,,jon@suppz.com,3/11/2021
JBN,"JBN Supplements, LLC",12 Cherbourg Ct,,,,Madison,WI,53711,USA,(608) 797-1042,1195,CofA,Brent Sheckler,Owner,(608) 732-2275,,,brent@suppz.com,3/11/2021
JEG,Jeunesse Global LLC,701 International Pkwy,,,,Lake Mary,FL,32746,,801-748-3000,464,COFA,,,,,,quality@jeunessehq.com,
JEG,Jeunesse Global LLC,701 International Pkwy,,,,Lake Mary,FL,32746,,801-748-3000,466,COFA,,,,,,quality@jeunessehq.com,
JGF,"Jiangsu Grain Foods Co., LTD.","Room 809, Li Feng Commercial","Centre 2, Block A 339 Baodai",Road East Suzhou,,Jiangsu,,215128,China,,946,CofA,Wanglei,,,,,wangleialand163@163.com,10/8/2020
JGF,"Jiangsu Grain Foods Co., LTD.","Room 809, Li Feng Commercial","Centre 2, Block A 339 Baodai",Road East Suzhou,,Jiangsu,,215128,China,,947,CofA,,,,,,salo_chang@126.com,10/8/2020
JGF,"Jiangsu Grain Foods Co., LTD.","Room 809, Li Feng Commercial","Centre 2, Block A 339 Baodai",Road East Suzhou,,Jiangsu,,215128,China,,948,CofA,,,,,,celine@axiomfoods.com,10/8/2020
JIG,Jigsaw Health,9035 E. Pima Center Pkwy,Suite #3,,,Scottsdale,AZ,85258,USA,480-951-0840,467,COFA,,,,,,natalie@jigsawhealth.com,
JIG,Jigsaw Health,9035 E. Pima Center Pkwy,Suite #3,,,Scottsdale,AZ,85258,USA,480-951-0840,468,COFA,,,,,,carissa@jigsawhealth.com,
JIG,Jigsaw Health,9035 E. Pima Center Pkwy,Suite #3,,,Scottsdale,AZ,85258,USA,480-951-0840,1395,CofA,Celine,,,,,celine@axiomfoods.com,5/13/2021
JJN,JJ Natural LLC,502 N 1275 W,,,,St George,UT,84770,USA,(435) 705-3734,879,CofA,Jim Rhoades,Owner,(435) 705-3734,,,jimrhoades55@yahoo.com,8/7/2020
JJN,JJ Natural LLC,502 N 1275 W,,,,St George,UT,84770,USA,(435) 705-3734,894,CofA,,,,,,jonathanvs@me.com,8/13/2020
JJC,JoJo's Chocolate,1160 S State #30,,,,Orem,UT,84097,USA,480-516-7066,469,COFA,,,,,,sterling@jojoschocolate.com,
JWN,JW Nutritional,601 Century Parkway,Suite 300,,,Allen,TX,75013,USA,,645,CofA,Jeff Hatley,,214-221-0404,,,jeff@jwnutritional.com,11/8/2019
JWN,JW Nutritional,601 Century Parkway,Suite 300,,,Allen,TX,75013,USA,,1141,CofA,,,,,,preston@jwnutritional.com,2/22/2021
KMAX,K-Max Helath Products Corp.,1468 E. Misssion Blvd.,,,,Pomona,CA,91766,USA,(909) 455-0158,1376,CofA,Emma Zhao,Operation Manager,(909) 455-0158,,,emma.z@kmaxonline.com,5/11/2021
KMAX,K-Max Helath Products Corp.,1468 E. Misssion Blvd.,,,,Pomona,CA,91766,USA,(909) 455-0158,1377,CofA,Joshua Chang,QC Manager,(909) 455-0158,,,joshua.c@kmaxonline.com,5/11/2021
KMAX,K-Max Helath Products Corp.,1468 E. Misssion Blvd.,,,,Pomona,CA,91766,USA,(909) 455-0158,1378,CofA,Alice Jiang,Accountant,(909) 455-0158,,,alice.jiang@kmaxonline.com,5/11/2021
KMI,Kamari LLC,136 East South Temple Street,STE 1400,,,Salt Lake City,UT,84111,USA,(415) 939-3964,1037,CofA,James Ravonsheed,,(415) 939-3964,,,ravonsheed@gmail.com,1/4/2021
KTE,"Kate Farms, Inc.",101 Innovation Place,,,,Santa Barbara,CA,93108,USA,(805) 845-2446,967,CofA,Johanna Alvarez,,,,,johanna.alvarez@katefarms.com,10/22/2020
KTE,"Kate Farms, Inc.",101 Innovation Place,,,,Santa Barbara,CA,93108,USA,(805) 845-2446,1090,CofA,Anya Engen,"Manager, Lab and QC",,,,anya.engen@katefarms.com,1/25/2021
KCT,Kencraft,708 S Utah Valley Drive,Suite B,,,American Fork,UT,84003,,801.756.6916,470,COFA,,,,,,cindyd@kencraftcandy.com,
KCT,Kencraft,708 S Utah Valley Drive,Suite B,,,American Fork,UT,84003,,801.756.6916,471,COFA,,,,,,herbertm@kencraftcandy.com,
KTD,Ketond,471 E 1000 S,,,,Pleasant Grove,UT,84062,US,425-443-5163,472,COFA,,,,,,mbratsman@gmail.com,
KFM,"Kinderfarms, LLC",409 N. Pacific Coast Hwy #425,,,,Redondo Beach,CA,90277,USA,,933,CofA,,,,,,jadamshbs07@gmail.com,9/11/2020
KFM,"Kinderfarms, LLC",409 N. Pacific Coast Hwy #425,,,,Redondo Beach,CA,90277,USA,,934,CofA,,,,,,sandra@kinderfarms.com,9/11/2020
KION,"Kion, LLC",3980 N. Broadway,Ste. 103-183,,,Boulder,CO,80304,USA,(855) 387-5466,1070,CofA,Melinda Gindin,Quality & Product Manager,(720) 323-4785,,,mgindin@getkion.com,1/19/2021
KION,"Kion, LLC",3980 N. Broadway,Ste. 103-183,,,Boulder,CO,80304,USA,(855) 387-5466,1071,CofA,Jordan Callahan,Supply Chain Manager,,,,jcallahan@getkion.com,1/19/2021
KION,"Kion, LLC",3980 N. Broadway,Ste. 103-183,,,Boulder,CO,80304,USA,(855) 387-5466,1072,CofA,Stephen Wolf,AP,,,,accounting@getkion.com,1/19/2021
LAB,Labrada,16232 State Highway 249,,,,Houston,TX,77086,USA,281.209.2137,473,COFA,,,,,,daver@labrada.com,
LVC,Lakeview Cheese Products LLC,3030 N Lamb Blvd,Suite 114,,,Las Vegas,NV,89115,US,,474,COFA,,,,,,mirtha@lakeviewcheese.com,
LFL,Lief Labs,28903 Avenue Paine,,,,Valencia,CA,91355,USA,661-775-2500,736,CofA,Ashley Ingber,QA Specialist II,661-775-2500,850,,ashleyi@lieforganics.com,3/13/2020
LFL,Lief Labs,28903 Avenue Paine,,,,Valencia,CA,91355,USA,661-775-2500,1116,CofA,Thanh Luu,,,,,thanh@lieforganics.com,2/4/2021
LFL,Lief Labs,28903 Avenue Paine,,,,Valencia,CA,91355,USA,661-775-2500,1117,CofA,Thu,,,,,thu@lieforganics.com,2/4/2021
LTP,LifeTech Pharma,690 W 1100 S Ste 6,,,,Ogden,UT,84404,USA,801-621-0400,475,COFA,,,,,,alex@ltpharma.net,
LTP,LifeTech Pharma,690 W 1100 S Ste 6,,,,Ogden,UT,84404,USA,801-621-0400,1112,CofA,Markus Endo,,,,,mark@ltpharma.net,2/4/2021
MJD,M J Dove,1127 S 375 E,,,,Ivins,UT,84738,USA,(949) 922-8362,1200,CofA,Michael Dove,,(949) 922-8362,,,michaeljdove8@gmail.com,3/12/2021
MAND,Mando International LLC,6845 Solitude Creek Ct.,,,,Frisco,TX,75036,USA,(940) 315-3609,1168,CofA,Armando Alfaro,Owner,(940) 315-3609,,,mandosuppliers@gmail.com,3/2/2021
MXI,"Max International, LLC",102 S. 200 E.,Suite 610,,,Salt Lake City,UT,84111,USA,(801) 562-8440,853,CofA,Scott Momii,,(310) 792-5880,,,smomii@maxrdllc.com,7/29/2020
MDL,Medallion Labs,9000 Plymouth Avenue North,,,,Minneapolis,MN,55427,,763.764.8450,479,COFA,,,,,,info@medlabs.com,
MDL,Medallion Labs,9000 Plymouth Avenue North,,,,Minneapolis,MN,55427,,763.764.8450,480,COFA,,,,,,lab.results@genmills.com,
MHZ,Medical Horizons,669 West 900 North,,,,North Salt Lake,UT,84054,,801-294-1439,481,COFA,,,,,,jmiller@nutrascriptives.com,
MRC,MeriCal-UT,3804 S Airport Rd.,,,,Ogden,UT,84405,USA,(801) 621-0900,1016,CofA,Kierstan Andrascik,Lab Manager,(801) 953-6052,,,kandrascik@merical.com,12/15/2020
MRC,MeriCal-UT,3804 S Airport Rd.,,,,Ogden,UT,84405,USA,(801) 621-0900,1017,CofA,Christina Jensen,Micro Lab Manager,(385) 333-4687,,,cjensen@merical.com,12/15/2020
MRC,MeriCal-UT,3804 S Airport Rd.,,,,Ogden,UT,84405,USA,(801) 621-0900,1042,CofA,Ben VanLangen,Chemistry Lab Manager,,,,bvanlangen@merical.com,1/5/2021
MTL,Meta Labs LLC,1009 Mansell Rd Ste J,,,,Roswell,GA,30076,USA,770-645-0602,482,COFA,,,,,,jannat@metalabsllc.com,
MTL,Meta Labs LLC,1009 Mansell Rd Ste J,,,,Roswell,GA,30076,USA,770-645-0602,483,COFA,,,,,,Sam@metalabsllc.com,
MBM,MetaBioHealth,PO Box 10007,,,,Cranston,RI,2910,USA,401-225-4396,484,COFA,,,,,,rxcsri@aol.com,
MESB,MISS ESSIES SOUTHERN BBQ LLC,6064 SOUTH 300 WEST #11,,,,MURRAY,UT,84107,USA,801-262-3616,900,CofA,,,,,,marcus.jones@missessiesbbq.com,8/18/2020
MESB,MISS ESSIES SOUTHERN BBQ LLC,6064 SOUTH 300 WEST #11,,,,MURRAY,UT,84107,USA,801-262-3616,901,CofA,,,,,,contact@missessiesbbq.com,8/18/2020
MBG,Mo Brands Global,2507 E. Cinnebarr Lane,,,,Cottonwood Heights,UT,84121,USA,707-775-0255,720,CofA,Jeff Webster,Owner,707-775-0255,,,jeff@mobrandsglobal.com,2/24/2020
MBG,Mo Brands Global,2507 E. Cinnebarr Lane,,,,Cottonwood Heights,UT,84121,USA,707-775-0255,721,CofA,Matt Shaw,CFO,801-916-4175,,,matt@mobrandsglobal.com,2/24/2020
MBG,Mo Brands Global,2507 E. Cinnebarr Lane,,,,Cottonwood Heights,UT,84121,USA,707-775-0255,741,CofA,,,,,,drumlojik@gmail.com,3/13/2020
MGH,"Montana Global Health, Inc",105 Bando Lane,,,,Kalispell,MT,59901,USA,,714,CofA,,,,,,brenda@pillmaker.com,2/17/2020
MHC,Mountain High Chai,1243 W 1300 S,,,,Woods Cross,UT,84087,USA,(801) 510-3955,1204,CofA,Spencer Terry,Owner,,,,spencerkterry@gmail.com,3/12/2021
MFG,Mrs Fields Gifting,1717 South 4800 West,,,,Salt Lake City,UT,84104,,801.412.8803,716,CofA,,,,,,rvance@mrsfields.com,2/18/2020
MFG,Mrs Fields Gifting,1717 South 4800 West,,,,Salt Lake City,UT,84104,,801.412.8803,717,CofA,,,,,,kcabral@MFFB.onmicrosoft.com,2/18/2020
MRSC,Mrs. Calls,64 North 1550 West,,,,Lindon,UT,84042,US,,487,COFA,,,,,,Marissa.Touchin@candyco.com,
RTL,Natals Inc.,3576 Eastham Drive,,,,Culver City,CA,90232,USA,,985,CofA,Noe Galvan,Sr director of QA,(510) 384-3733,,,noe.galvan@ritual.com,11/12/2020
NRG,Natura-Genics,6952 Buckeye Street,,,,Chino,CA,91710,USA,,1241,CofA,DJ You,,(909) 597-6676,,,Dj.you@naturagenics.com,4/2/2021
NRG,Natura-Genics,6952 Buckeye Street,,,,Chino,CA,91710,USA,,1242,CofA,Grace Juilono,,(909) 597-6676,,,grace@naturagenics.com,4/2/2021
NAI,Natural Alternatives Internati,1215 PARK CENTER DRIVE,,,,VISTA,CA,92081,USA,760-471-8335,718,CofA,,,,,,qclabs@nai-online.com,2/18/2020
NGC,Natural Ginger Corp,7781 NW 73 Court Ste B,,,,Medley,FL,33166,,305.436.6051,1238,CofA,,,,,,jramirez@naturalgingercorp.com,3/31/2021
NWB,Natural Wellbeing Inc,"401 W Georgia St., Suite 2005",,,,Vancouver,BC,V6B 5A1,Canada,831-334-3470,489,COFA,,,,,,linda@naturalwellbeing.com,
NAT,Naturelo Premium Supplements L,440 US 22,STE 210,,,Bridgewater,NJ,8807,USA,(732) 907-9707,1040,CofA,Gisele Atkinson,VP of QA,(727) 403-5228,,,gatkinson@arcadiach.com,1/5/2021
NAT,Naturelo Premium Supplements L,440 US 22,STE 210,,,Bridgewater,NJ,8807,USA,(732) 907-9707,1041,CofA,Dawn Duran,Operations Mgr,(541) 761-1892,,,dduran@arcadiach.com,1/5/2021
NPKG,Nebo Packaging,603 North 2000 West,Unit C,,,Springville,UT,84663,USA,(801)319-3600,490,COFA,,,,,,mmcmurray@nebopackaging.com,
NPKG,Nebo Packaging,603 North 2000 West,Unit C,,,Springville,UT,84663,USA,(801)319-3600,491,COFA,,,,,,richard@nebopackaging.com,
NPKG,Nebo Packaging,603 North 2000 West,Unit C,,,Springville,UT,84663,USA,(801)319-3600,1135,CofA,Tony,,,,,tony@nebomanufacturing.com,2/19/2021
NPKG,Nebo Packaging,603 North 2000 West,Unit C,,,Springville,UT,84663,USA,(801)319-3600,1136,CofA,L Tinoco,,,,,ltinoco@nebopackaging.com,2/19/2021
NPKG,Nebo Packaging,603 North 2000 West,Unit C,,,Springville,UT,84663,USA,(801)319-3600,1137,CofA,S Garcia,,,,,sgarcia@nebopackaging.com,2/19/2021
NEL,"Nellson Nutraceuticals, LLC",391 S Orange St,,,,Salt Lake City,UT,84104,USA,714-765-7104,494,COFA,,,,,,patrick.gerrard@nellsonllc.com,
NEL,"Nellson Nutraceuticals, LLC",391 S Orange St,,,,Salt Lake City,UT,84104,USA,714-765-7104,495,COFA,,,,,,aj.clifford@nellsonllc.com,
NEL,"Nellson Nutraceuticals, LLC",391 S Orange St,,,,Salt Lake City,UT,84104,USA,714-765-7104,977,CofA,QA Technical Services,,,,,slcqatechnicalservices@nellsonllc.com,11/3/2020
NEL,"Nellson Nutraceuticals, LLC",391 S Orange St,,,,Salt Lake City,UT,84104,USA,714-765-7104,1199,CofA,,,,,,slc-qsr@nellsonllc.com,3/12/2021
NNPN,Nested Naturals (Pure NSM),301-525 Seymour Street,,,,Vancouver,BC,V6B 3H7,Canada,1-866-992-3677,561,COFA,,,,,,lab@purensm.com,
NNPN,Nested Naturals (Pure NSM),301-525 Seymour Street,,,,Vancouver,BC,V6B 3H7,Canada,1-866-992-3677,673,CofA,,,,,,joanne@nestednaturals.com,12/3/2019
NNI,Nested Naturals Inc,301-525 Seymour Street,,,,Vancouver,BC,V6B 3H7,Canada,1-866-992-3677,497,COFA,,,,,,lee@nestednaturals.com,
NNI,Nested Naturals Inc,301-525 Seymour Street,,,,Vancouver,BC,V6B 3H7,Canada,1-866-992-3677,1298,CofA,Joanne Mercer,,,,,joanne@nestednaturals.com,4/19/2021
NUR,"NeuroScience, Inc",373 280th Street,,,,Osceola,WI,54020,USA,715.294.2144,498,COFA,,,,,,Maximo.Hilario@neurorelief.com,
NCP,"North Castle Partners, L.L.C.",183 E. Putnam Ave.,,,,Greenwich,CT,6830,USA,,864,CofA,Roy Chin,Vice President,(347) 580-2792,,,roy@northcastlepartners.com,7/31/2020
NCP,"North Castle Partners, L.L.C.",183 E. Putnam Ave.,,,,Greenwich,CT,6830,USA,,865,CofA,Rob Reynolds,Industry Advisor,(310) 387-9951,,,rkrslc@aol.com,7/31/2020
NCP,"North Castle Partners, L.L.C.",183 E. Putnam Ave.,,,,Greenwich,CT,6830,USA,,866,CofA,John McMahon,Associate,(973) 886-5276,,,john@northcastlepartners.com,7/31/2020
NOW,Now Foods,395 S Glen Ellyn Rd,,,,Bloomingdale,IL,60108,USA,630-545-9098,499,COFA,,,,,,emily.bolda@nowfoods.com,
NOW,Now Foods,395 S Glen Ellyn Rd,,,,Bloomingdale,IL,60108,USA,630-545-9098,500,COFA,,,,,,melanie.bonifacio@nowfoods.com,
NOW,Now Foods,395 S Glen Ellyn Rd,,,,Bloomingdale,IL,60108,USA,630-545-9098,501,COFA,,,,,,shannon.loureiro@nowfoods.com,
NOW,Now Foods,395 S Glen Ellyn Rd,,,,Bloomingdale,IL,60108,USA,630-545-9098,502,COFA,,,,,,rosa.gonzalez@nowfoods.com,
NSE,"NSE Products, Inc.",75 West Center Street,,,,Provo,UT,84601,USA,801-345-1000,503,COFA,,,,,,blandret@nuskin.com,
NSE,"NSE Products, Inc.",75 West Center Street,,,,Provo,UT,84601,USA,801-345-1000,504,COFA,,,,,,amccoy@nuskin.com,
NSE,"NSE Products, Inc.",75 West Center Street,,,,Provo,UT,84601,USA,801-345-1000,505,COFA,,,,,,lwding@nuskin.com,
NSE,"NSE Products, Inc.",75 West Center Street,,,,Provo,UT,84601,USA,801-345-1000,506,COFA,,,,,,dnsteven@nuskin.com,
NSE,"NSE Products, Inc.",75 West Center Street,,,,Provo,UT,84601,USA,801-345-1000,507,COFA,,,,,,mclift@nuskin.com,
NSF,NSF International,1341 Redwood Way,,,,Petaluma,CA,94954,USA,707-202-4363,508,COFA,,,,,,sclark@nsf.org,
NHBS,Nuherbs Co.,14722 Wicks Blvd,,,,San Leandro,CA,94577,USA,800-233-4307,509,COFA,,,,,,judy@nuherbs.com,
NBT,Nutrabolt Life Sciences,3891 S Traditions Drive,,,,Bryan,TX,77807,USA,800.870.2070,510,COFA,,,,,,mlane@nutrabolt.com,
NBT,Nutrabolt Life Sciences,3891 S Traditions Drive,,,,Bryan,TX,77807,USA,800.870.2070,511,COFA,,,,,,janders@nutrabolt.com,
NBT,Nutrabolt Life Sciences,3891 S Traditions Drive,,,,Bryan,TX,77807,USA,800.870.2070,1285,CofA,,,,,,stability@nutrabolt.com,4/15/2021
NTR,Nutracode LLC,"9 W 31st Street, Suite 25H",,,,New York City,NY,10001,USA,610-390-2247,513,COFA,,,,,,shaun@nutracode.life,
NTLN,"Nutralliance, Inc.",23600 Via Del Rio,,,,Yorba Linda,CA,92887,USA,(844) 410-1400,854,CofA,April Martin,Executive V.P.,(844) 410-1400,,,amartin@nutralliance.com,7/29/2020
NTLN,"Nutralliance, Inc.",23600 Via Del Rio,,,,Yorba Linda,CA,92887,USA,(844) 410-1400,855,CofA,Christina Tody,Q.A. Technician,(844) 410-1400,,,ctody@nutralliance.com,7/29/2020
NRI,Nutrex Research Inc,579 S Econ Circle,,,,Oviedo,FL,32765,USA,407-359-0734,234,CofA,Kimberly Lowrance,,407-359-0734,,,kimberly@nutrex.com,6/26/2019
NRI,Nutrex Research Inc,579 S Econ Circle,,,,Oviedo,FL,32765,USA,407-359-0734,693,CofA,,,,,,nick@nutrex.com,1/16/2020
NTB,NutriBiotic,PO Box 238,,,,Lakeport,CA,95453,,,517,COFA,,,,,,kenny@nutribiotic.com,
NTB,NutriBiotic,PO Box 238,,,,Lakeport,CA,95453,,,518,COFA,,,,,,qualitycontrol@nutribiotic.com,
NTB,NutriBiotic,PO Box 238,,,,Lakeport,CA,95453,,,519,COFA,,,,,,kailee@nutribiotic.com,
NDN,NutriDyn,PO Box 219,,,,Maple Plain,MN,55359,USA,763-479-3444,258,CofA,Tammie Vavrichek,,763-479-3444,106,,tammie@nutri-dyn.com,9/11/2019
NTG,"Nutrigold, Inc",1467 W 105 N,,,,Orem,UT,84057,,800.973.1485,2433,CofA,,,,,,testing@nutrigold.com,11/18/2019
NTL,"NutriLab, LLC",1 University Plaza,,,,Hackensack,NJ,7601,,201.880.7152,1357,CofA,,,,,,stephanie@customvite.com,5/5/2021
NAC,Nuun & Company,800 Maynard Ave South Ste 102,,,,Seattle,WA,98134,USA,847-502-2217,742,CofA,Vishal Patel,Director of PD,,,,vishal@nuunlife.com,3/17/2020
NAC,Nuun & Company,800 Maynard Ave South Ste 102,,,,Seattle,WA,98134,USA,847-502-2217,743,CofA,Gaby Hogan,R&D/Compliance Scientist,,,,gaby@nuunlife.com,3/17/2020
CBI,Omnient Labs,8370 S Kyrene Rd. Ste 107,,,,Tempe,AZ,85284,USA,480-406-4034,1265,CofA,Donna Normington,,,,,dnormington@omnientlabs.com,4/8/2021
CBI,Omnient Labs,8370 S Kyrene Rd. Ste 107,,,,Tempe,AZ,85284,USA,480-406-4034,1266,CofA,Caitlin Staab,,,,,cstaab@omnientlabs.com,4/8/2021
CBI,Omnient Labs,8370 S Kyrene Rd. Ste 107,,,,Tempe,AZ,85284,USA,480-406-4034,1267,CofA,Rebecca Browder,,,,,rbrowder@omnientlabs.com,4/8/2021
O52,Onions 52 Inc.,848 South 2000 West,,,,Syracuse,UT,84075,USA,,220,CofA,Dave Muir,,8017730630,,,dave@onions52.com,4/30/2019
OPT,Optivida Health,825 East 800 North,,,,Orem,UT,84097,USA,(385) 248-5952,1129,CofA,Leslie Taylor,Office Manager,,,,leslie@optividahealth.com,2/15/2021
OPT,Optivida Health,825 East 800 North,,,,Orem,UT,84097,USA,(385) 248-5952,1130,CofA,Frank Davis,Owner,,,,frank@optividahealth.com,2/15/2021
OPT,Optivida Health,825 East 800 North,,,,Orem,UT,84097,USA,(385) 248-5952,1131,CofA,Alana Woodworth,Controller,,,,accounting@optivdahealth.com,2/15/2021
PBL,Parabel USA Inc.,"1991 74th Ave, Suite B",,,,Vero Beach,FL,32966,USA,(321) 405-2130,970,CofA,Hilary Tanenbaum,,(323) 828-0949,,,htanenbaum@parabel.com,10/26/2020
PBL,Parabel USA Inc.,"1991 74th Ave, Suite B",,,,Vero Beach,FL,32966,USA,(321) 405-2130,971,CofA,AP,,(321) 405-2130,,,accounts@parabel.com,10/26/2020
PER,"Performix, LLC","2255 Sheridan Blvd.,",Unit C-#108,,,Edgewater,CO,80214,USA,,1158,CofA,Cindy Hammel,QC Manager,(303) 304-9630,,,chammel@corrjensen.com,2/25/2021
PLU,Pharmachem Laboratories Utah,766 S Depot Dr Suite 2,,,,Ogden,UT,84404,,801.612.2223,,,,,,,,,
PLU,Pharmachem Laboratories Utah,766 S Depot Dr Suite 2,,,,Ogden,UT,84404,,801.612.2223,1205,CofA,,,,,,tyce.newton@ashland.com,3/15/2021
PLU,Pharmachem Laboratories Utah,766 S Depot Dr Suite 2,,,,Ogden,UT,84404,,801.612.2223,1206,CofA,,,,,,alyssa.vang@ashland.com,3/15/2021
PTI,"Pharmatech, Inc.",133 South 1380 West,,,,Lindon,UT,84042,US,801-753-7801,522,COFA,,,,,,jackie.judd@pharmatechlabs.com,
PTI,"Pharmatech, Inc.",133 South 1380 West,,,,Lindon,UT,84042,US,801-753-7801,523,COFA,,,,,,nic.bryan@pharmatechlabs.com,
PTI,"Pharmatech, Inc.",133 South 1380 West,,,,Lindon,UT,84042,US,801-753-7801,524,COFA,,,,,,ryker.jackson@pharmatechlabs.com,
PTI,"Pharmatech, Inc.",133 South 1380 West,,,,Lindon,UT,84042,US,801-753-7801,525,COFA,,,,,,emma.cold@pharmatechlabs.com,
PII,Pharmore Ingredients,12569 South 2700 West,Suite 201,,,Riverton,UT,84065,USA,801-446-8188,527,COFA,,,,,,Melissa.Mack@pharmore.com,
PII,Pharmore Ingredients,12569 South 2700 West,Suite 201,,,Riverton,UT,84065,USA,801-446-8188,528,COFA,,,,,,results.qc@pharmore.com,
PHL,"Phoenix Formulations , LLC",465 W 21st St Suite 101,,,,Tempe,AZ,85282,,480.500.1172,972,CofA,,,,,,pfqclab@phxformulations.com,10/27/2020
PHC,"Phoinix Holdings Company, LLC",3802 Spectrum Blvd. Ste 1280,,,,Tampa,FL,33612,USA,813-498-7036,535,COFA,,,,,,jhuddleston@phoinix.co,
PHC,"Phoinix Holdings Company, LLC",3802 Spectrum Blvd. Ste 1280,,,,Tampa,FL,33612,USA,813-498-7036,536,COFA,,,,,,mike.sperduti@emergesales.com,
PHC,"Phoinix Holdings Company, LLC",3802 Spectrum Blvd. Ste 1280,,,,Tampa,FL,33612,USA,813-498-7036,537,COFA,,,,,,mnickerson@phoinix.co,
PYS,Physician's Choice,12365 Huron Street #1800,,,,Westminster,CO,80234,USA,(303) 6668-8269,1019,CofA,Matt Mendez,Supply Chain Manager,(303) 668-8269,,,mattm@physicianschoice.com,12/21/2020
PYS,Physician's Choice,12365 Huron Street #1800,,,,Westminster,CO,80234,USA,(303) 6668-8269,1020,CofA,Paul Haverstick,COO,(720) 898-4058,,,paulh@physicianschoice.com,12/21/2020
